,text,labels
5573,FCC To Consider New “Net Neutrality” Rules,"[0, 0, 1]"
5574,CORRECTED-UPDATE 1-ADM buys ingredients company Wild Flavors for  ...,"[1, 0, 0]"
5575,Google Just Turned Nest into Your Smart Home Hub,"[0, 0, 1]"
5576,How does Facebook decide what to show in my news feed?,"[0, 0, 1]"
5577,Fashion's Revenge On The Pervs,"[1, 0, 0]"
5578,VIDEO: Yellen: Instability Should Not Change Rate Policy,"[1, 0, 0]"
5579,The Massive Costs Of California's Drought Are Already Adding Up,"[1, 0, 0]"
5580,Seth MacFarlane Sued Over 'Ted': 5 Fast Facts You Need to Know,"[0, 1, 0]"
5581,Mariah Carey & Nick Cannon Split: Getting Along Better Than Ever,"[0, 1, 0]"
5582,RIP Oderus Urungus: Metal Community Remembers Gwar's Dave Brockie,"[0, 1, 0]"
5583,"Google's $3.2 Billion Nest Labs Is Going To Transform Homes, And It's Already  ...","[0, 0, 1]"
5584,Barbara Walters signs off after 52 years on American television,"[0, 1, 0]"
5585,"Sofia Vergara, Nick Loeb Break-Up: 'Modern Family' Actress Takes To Social  ...","[0, 1, 0]"
5586,Stocks gain for 6th day in row,"[1, 0, 0]"
5587,"Citigroup Shares Rise as Profit, Revenue Beat Estimates","[1, 0, 0]"
5588,Lily Allen - Miley Cyrus Adds Lily Allen To Us Tour,"[0, 1, 0]"
5589,Forex Market Review - FOMC Focus,"[1, 0, 0]"
5590,NASA's Cassini Mission Studies the Oceans of Titan,"[0, 0, 1]"
5591,Season Two of 'True Detective' Will Have Three Lead Characters,"[0, 1, 0]"
5592,"Report: Satellite TV companies Dish, DirecTV contemplate merger","[1, 0, 0]"
5593,Creationists Demand Airtime On Neil deGrasse Tyson's 'Cosmos',"[0, 0, 1]"
5594,BlackBerry sees light at the end of the earnings tunnel,"[1, 0, 0]"
5595,Jackson's children set to inherit £500 million,"[0, 1, 0]"
5596,"Pfizer CEO Defends AstraZeneca Deal; Claims Deal ""Win-Win"" For Society","[1, 0, 0]"
5597,'Titanfall' Review: Is EA's Spectacular Shooter As Good As Everyone Thinks?,"[0, 0, 1]"
5598,UPDATE 1-Japan considers curtailing whale hunt further - media,"[0, 0, 1]"
5599,"L'Wren Scott has reportedly left everything to her boyfriend, Rolling Stone singer  ...","[0, 1, 0]"
5600,Today's Market: Wal-Mart's Results Highlight The Problems For Retail,"[1, 0, 0]"
5601,Snowden speaks at SXSW; calls for public oversight spy programs,"[0, 0, 1]"
5602,Eurozone growth slows to six-month low,"[1, 0, 0]"
5603,FMCS Statement on the Labor Negotiations Between the New York Metropolitan  ...,"[0, 1, 0]"
5604,Xbox One receives trial functionality,"[0, 0, 1]"
5605,R.I.P iPhone 4: New software not available on old Apple models,"[0, 0, 1]"
5606,Discern a supermoon's large size with the eye? An observer says yes,"[0, 0, 1]"
5607,Christians the world over will be celebrating Easter next Sunday,"[0, 1, 0]"
5608,"Facebook Developing Video App To Compete With Snapchat, Says Reports","[0, 0, 1]"
5609,Alameda: Astronaut Aldrin returning to USS Hornet,"[0, 0, 1]"
5610,Alibaba to acquire stake in SingPost for $249mn,"[1, 0, 0]"
5611,Channing Tatum Is The Terminator In The Latest '22 Jump Street' Clip,"[0, 1, 0]"
5612,House committee approves proposal that would change the way millions receive  ...,"[1, 0, 0]"
5613,Android Studio Graduates To Beta,"[0, 0, 1]"
5614,Rumors Abound in Wake of Bryan Singer Sex Scandal,"[0, 1, 0]"
5615,"Miranda Lambert examines joys, struggles on new album","[0, 1, 0]"
5616,U.S. non-farm productivity falls 1.7% in first quarter,"[1, 0, 0]"
5617,Fox Announces 2014-15 Lineup: Gotham Teamed with Sleepy Hollow  ...,"[0, 1, 0]"
5618,Argentinean Vice-president Amado Boudou Meets Official Agenda in Cuba,"[1, 0, 0]"
5619,Greatest rock song in history may have been a rip off??,"[0, 1, 0]"
5620,"As Barbara Walters signs off from 'The View,' Hillary Clinton, Oprah and more  ...","[0, 1, 0]"
5621,Apple and IBM team up to make the iPhone and iPad more business-savvy,"[0, 0, 1]"
5622,Obama media strategy includes meteorologists,"[0, 0, 1]"
5623,Elephants can recognise human languages,"[0, 0, 1]"
5624,Business briefs,"[1, 0, 0]"
5625,Journey to Easter: Passover,"[0, 1, 0]"
5626,"U.S. Wins WTO Dispute With China Over Auto Imports, Froman Says","[1, 0, 0]"
5627,Big Bang Waves Discovered by Scientists,"[0, 0, 1]"
5628,JV to tackle Arizona Downdraft,"[1, 0, 0]"
5629,"FOREX-Dollar better bid after data, euro hobbled by rate cut view","[1, 0, 0]"
5630,"Alcoa swings to profit in Q2 thanks to automotive, aerospace","[1, 0, 0]"
5631,Windows Phone 8.1 Update: Microsoft Announces Full Update of 8.1 Platform,"[0, 0, 1]"
5632,Is it ova with Hova? Beyonce says maybe with updated version of 'Resentment',"[0, 1, 0]"
5633,Photo Coverage: OF MICE AND MEN Cast Arrives on Broadway- Inside the  ...,"[0, 1, 0]"
5634,Malaysia Airlines plane crash: Ukraine airspace could be closed down if latest  ...,"[1, 0, 0]"
5635,"Robin Thicke Twitter chat bombarded with jokes, insults","[0, 1, 0]"
5636,Watch Chris Christie Do 'Dad Dancing' on the Tonight Show With Jimmy Fallon,"[0, 1, 0]"
5637,The Muddy Waters of XP End-of-Life and Public Disclosures,"[0, 0, 1]"
5638,Culture war powers Hong Kong's democracy protests,"[1, 0, 0]"
5639,"Microsoft's Office Expansion Leads the Dow Higher as Investors Say ""TGIF!""","[1, 0, 0]"
5640,Operation Dry Water,"[0, 0, 1]"
5641,Bitcoin is off to Hollywood following new California laws,"[1, 0, 0]"
5642,"Samsung Galaxy S5 reviewPublish Date: Apr 15, 2014","[0, 0, 1]"
5643,Symantec Tumbles 13%: Five Downgrades; Bulls Urge Shares too Cheap to Sell,"[1, 0, 0]"
5644,"Nintendo lowers the bar for hardware sales, misses anyway","[0, 0, 1]"
5645,The Voice recap: Head-scratching decisions,"[0, 1, 0]"
5646,Britney Spears' sister Jamie Lynn to get married soon?,"[0, 1, 0]"
5647,5 Traffic Apps to Help Navigate Kennedy Expressway Construction,"[1, 0, 0]"
5648,Third time's not a charm for Seth Rogen on 'SNL',"[0, 1, 0]"
5649,"Sprint Chairman confirms desire to buy T-Mobile, take on AT&T and Verizon","[0, 0, 1]"
5650,AT&T aims for TV's future with $48.5B DirecTV deal - WNEM TV 5,"[1, 0, 0]"
5651,"'The Flick,' a play set in a movie house by Annie Baker, wins Pulitzer for drama","[0, 1, 0]"
5652,2014 BET Awards: Complete Winners List,"[0, 1, 0]"
5653,Apple Unveils OS X Yosemite With Many New Features,"[0, 0, 1]"
5654,Rebasing exposes sectors ripe for potential growth explosion,"[1, 0, 0]"
5655,Church burnt by arsonist last year hopes to open by Easter,"[0, 1, 0]"
5656,Will Facebook Oculus Rift Bring the Fiction of 'Surrogates' to Reality?,"[0, 0, 1]"
5657,Hillshire to buy Pinnacle Foods in $6.6B US deal,"[1, 0, 0]"
5658,Tobacco merger buzz fades as reality sets in,"[1, 0, 0]"
5659,Lenovo's 4Q Net Profit Jumps as Margins Improve -- Update,"[1, 0, 0]"
5660,War Breaks Out in New Dawn of the Planet of the Apes Trailer,"[0, 1, 0]"
5661,Channing Tatum and Mila Kunis talk engagement at Jupiter Ascending,"[0, 1, 0]"
5662,Waiting for the iPhone 7,"[0, 0, 1]"
5663,"BMW Recalls 156000 Vehicles, Because No One Likes When Their Car Won't Start","[0, 0, 1]"
5664,"Detroit blight task force counts nearly 80000 abandoned structures, proposes 5  ...","[1, 0, 0]"
5665,#CancelColbert: Colbert's comedy causes Twitter storm,"[0, 1, 0]"
5666,'Pulp Fiction' Director Quentin Tarantino Wants To Make 'Django Unchained  ...,"[0, 1, 0]"
5667,Don Cayo: Big business weakens its tax-reform case with hokey numbers,"[1, 0, 0]"
5668,"Seth Rogen, Judd Apatow slam Washington Post critic's essay on Isla Vista  ...","[0, 1, 0]"
5669,"China, Russia Sign Major Gas Deal Worth $400 Billion","[1, 0, 0]"
5670,'Pretty Little Liars' Star Photoshopped In 'GQ' — Flaws Don't Sell,"[0, 1, 0]"
5671,RJ Reynolds sells historic headquarters building,"[1, 0, 0]"
5672,Why Facebook Wants To Separate Messaging From Its Mobile App,"[0, 0, 1]"
5673,Microsoft sees Xbox One sales double without Kinect,"[0, 0, 1]"
5674,China accuses Vietnam of ramming its ships in South China Sea,"[1, 0, 0]"
5675,'Glee' Turns 100 With Homage to the Past,"[0, 1, 0]"
5676,BlackShades users targeted in 16-country law enforcement action,"[0, 0, 1]"
5677,Citigroup to pay $7 billion in subprime mortgage inquiry,"[1, 0, 0]"
5678,Shire can get more from AbbVie,"[1, 0, 0]"
5679,Tel Aviv's Gay Pride parade draws tens of thousands,"[0, 1, 0]"
5680,Nick Cassavetes - The Notebook Director: 'Ryan Gosling Wanted Me To Fire  ...,"[0, 1, 0]"
5681,Kim Kardashian and Kanye West's first photos as a married couple,"[0, 1, 0]"
5682,TV group BSkyB in talks to buy Sky Italia stake,"[1, 0, 0]"
5683,The world is not enough: Facebook buys into virtual reality with the Oculus Rift,"[0, 0, 1]"
5684,Icahn Issues Letter on Shareholders' Square Table: Says eBay Could Conduct  ...,"[1, 0, 0]"
5685,Herbalife defends business,"[1, 0, 0]"
5686,TRS shares soar 700% after Dotcom's Mega flags $210M listing,"[1, 0, 0]"
5687,Corn falls as favorable summer weather continues,"[1, 0, 0]"
5688,ATT looks to expand super-fast Internet service,"[0, 0, 1]"
5689,JPMorgan Drops After Profit Misses Analysts' Estimates,"[1, 0, 0]"
5690,"Global economic momentum could be ""less robust than expected"": IMF chief","[1, 0, 0]"
5691,Robert Pattinson on Rumored Roles as Han Solo or Indiana Jones: I Wish!,"[0, 1, 0]"
5692,'Walking Dead' Season 4 Finale: Trapped at Terminus,"[0, 1, 0]"
5693,Baker Hughes to Disclose All Chemicals Used in Fracking,"[1, 0, 0]"
5694,Apple and Samsung Are Warming Up Before the Holiday Season,"[0, 0, 1]"
5695,Actor Kate Laycy in Pamplona Running of the Bulls protest,"[0, 1, 0]"
5696,Richmond Walmarts might kill the organic food market,"[1, 0, 0]"
5697,Twitter adds photo tags and albums - Is Twitter the new Facebook?,"[0, 0, 1]"
5698,WRAPUP 1-Federal prosecutors open criminal probe of GM recall -source,"[0, 0, 1]"
5699,"'Guardians of the Galaxy' Opens Huge, Scores Biggest Thursday Evening  ...","[0, 1, 0]"
5700,Apple seizes the steering wheel with CarPlay (+video),"[0, 0, 1]"
5701,Pound lurches towards six-year high as markets take Bank hints that interest rate  ...,"[1, 0, 0]"
5702,"A celebration of 'Field of Dreams' in Iowa, 25 years later","[0, 1, 0]"
5703,American Apparel: Ousted CEO Dov Charney gears up for a power grab,"[1, 0, 0]"
5704,Hundreds of Lost Atari Cartridges Unearthed in NM,"[0, 0, 1]"
5705,"Fox puts 'Idol' on diet, serves up 'Gotham'","[0, 1, 0]"
5706,Montana hacking incident puts 1.3 million people's personal data at risk,"[0, 0, 1]"
5707,The Rolling Stones postpone Down Under tour due to Jagger's girlfriend's death,"[0, 1, 0]"
5708,Facebook Page & Login Issues: Social Media Site Crashes Temporarily; Millions  ...,"[0, 0, 1]"
5709,Greece not out of the woods as Merkel visits,"[1, 0, 0]"
5710,"Brad Pitt, Angelina Jolie to team up?","[0, 1, 0]"
5711,Comic Tracy Morgan improving after crash,"[0, 1, 0]"
5712,Zynga names former Best Buy executive chief financial officer,"[1, 0, 0]"
5713,"Apple's iPad Launching On NTT DoCoMo, Japan's Largest Mobile Carrier, On  ...","[0, 0, 1]"
5714,The Air In The U.S. Is Less Disgusting Than It Was A Decade Ago,"[0, 0, 1]"
5715,'Neighbors' to crash 'Spider-Man' sequel's box-office party,"[0, 1, 0]"
5716,Scientists reveal the secrets of mysterious ship found under 9/11 ruins,"[0, 0, 1]"
5717,Nokia Lumia 830 spotted ahead of official reveal,"[0, 0, 1]"
5718,Scientists believe DNA could be used to determine how our ancestors might  ...,"[0, 0, 1]"
5719,Titanfall leads pre-order chart before release,"[0, 0, 1]"
5720,Jon Hamm On Working As Set Dresser On Softcore Porn: 'It Was Soul-Crushing',"[0, 1, 0]"
5721,"Nereus, Swallowed by the Pacific Ocean","[0, 0, 1]"
5722,"Sprint More Hopeful of Merger with T-Mobile, AT&T Shakes Head","[0, 0, 1]"
5723,Facebook removes cheerleader's game trophy photos,"[0, 0, 1]"
5724,Judge won't order recalled GM vehicles to be parked,"[1, 0, 0]"
5725,Ciara Gives Birth: Fiance Future & 'Body Party' Singer Welcome Baby Boy [VIDEO],"[0, 1, 0]"
5726,Berkshire Hathaway jewelry store offers diamonds inscribed with Warren  ...,"[1, 0, 0]"
5727,"Samsung Galaxy Note 4 to include Aqua Capture, Multi-network booster and more","[0, 0, 1]"
5728,IPCC report summary censored by governments around the world,"[0, 0, 1]"
5729,'Star Wars: Episode VII' Filming Gets Underway,"[0, 1, 0]"
5730,European elections 2014: Will surge in support for far right parties bring down  ...,"[1, 0, 0]"
5731,Emerging-Market Currencies Higher--Update,"[1, 0, 0]"
5732,UK Stocks in the red on Pharma focus,"[1, 0, 0]"
5733,"Batman V Superman: Dawn of Justice Spoilers, Update: Jason Mamoa Dishes  ...","[0, 1, 0]"
5734,White House officials to meet with activist on climate,"[1, 0, 0]"
5735,Marathon Petroleum Corporation (NYSE:MPC) Acquires Hess Corporation  ...,"[1, 0, 0]"
5736,Frances Bean Cobain To Lana Del Rey: Dying Young Isn't Cool,"[0, 1, 0]"
5737,'Halo 5: Guardians' gets title and box art; coming to Xbox One in Fall 2015,"[0, 0, 1]"
5738,Asiana crash blamed (mainly) on human error,"[1, 0, 0]"
5739,State unemployment rate ticks down to 6. 1 percent,"[1, 0, 0]"
5740,Khloe Kardashian's Boyfriend French Montana Due In Court For Driving Without  ...,"[0, 1, 0]"
5741,World markets fall as investors brace for U.S. rates to rise faster and sooner than  ...,"[1, 0, 0]"
5742,ABC Also Cancels 'Once Upon a Time in Wonderland' After One Season,"[0, 1, 0]"
5743,eBay asks 145 million users to change passwords,"[0, 0, 1]"
5744,"Brunei Adopts Islamic Sharia Law, Will Soon Allow Flogging, Dismemberment  ...","[0, 1, 0]"
5745,Samsung Galaxy S4 vs Nexus 5 – Price and Specs Comparison,"[0, 0, 1]"
5746,'How I Met Your Mother' Series Finale Recap: How Did It All End?,"[0, 1, 0]"
5747,Yum! Brands (YUM) Reports In-Line Q2 Earnings - Analyst Blog,"[1, 0, 0]"
5748,British go all French over Pfizer bid,"[1, 0, 0]"
5749,Samsung Gear Live Android Wear smartwatch available on Google India Play  ...,"[0, 0, 1]"
5750,King sets range for IPO share price,"[1, 0, 0]"
5751,Meteor Shower Tonight (Maybe),"[0, 0, 1]"
5752,'The Voice' Recap: Shakira's 'She-Wolf' Strategies On Show As Blind Auditions  ...,"[0, 1, 0]"
5753,"Newegg's Best-Selling Unlocked Phone Deals Include Galaxy S4, Galaxy S3  ...","[0, 0, 1]"
5754,Bradley Cooper's ex-wife has written a book... the term 'master manipulator' gets  ...,"[0, 1, 0]"
5755,Google helping Samsung defend itself against Apple in upcoming trial,"[0, 0, 1]"
5756,Netflix subscription to rise after making $1 billion in streaming,"[1, 0, 0]"
5757,“Godzilla” has monstrous box-office opening with $95 million,"[0, 1, 0]"
5758,'Star Wars Episode 7' Star Oscar Isaac Reveals It Was Tough To Keep His  ...,"[0, 1, 0]"
5759,Tesla's US sales may be cooling off,"[1, 0, 0]"
5760,Benedict Cumberbatch and Adam Scott Join Black Mass Opposite Johnny Depp,"[0, 1, 0]"
5761,Amazon Fire TV Review,"[0, 1, 0]"
5762,Simon Cowell - Simon Cowell Was Depressed Before Fatherhood,"[0, 1, 0]"
5763,ZeniMax Sues Oculus and Its Founder: Update,"[0, 0, 1]"
5764,The Voice Top 12 Elimination Results - Live Blog 4/22/14,"[0, 1, 0]"
5765,Elon Musk Releases All Of Tesla Motors' Patents,"[0, 0, 1]"
5766,Wal-Mart to start trading food and smart phones for used video games,"[1, 0, 0]"
5767,A glimpse of life in small-town Sturgeon,"[0, 1, 0]"
5768,Cupcake Shop Crumbs May Not Be Dead Yet,"[1, 0, 0]"
5769,Yellen to kick off new era at Fed,"[1, 0, 0]"
5770,A Clear and Present Danger,"[0, 0, 1]"
5771,"'Computers are still pretty bad,' car ownership may die and other observations  ...","[0, 0, 1]"
5772,DOT Rejects Park-It Warning for GM's Recalled Cars,"[0, 0, 1]"
5773,Chinese premier: 'Zero tolerance' for corruption,"[1, 0, 0]"
5774,Feds grant more time to apply for health insurance,"[1, 0, 0]"
5775,"NASA Flying Saucer Test Flight Pushes Through, Parachute Fails to Deploy","[0, 0, 1]"
5776,New 'Fargo' Series Star Allison Tolman on All-Star Cast,"[0, 1, 0]"
5777,Does Johnny Depp need to start changing up his film choices?,"[0, 1, 0]"
5778,Amazon.com Rating Reiterated by Cowen and Company (AMZN),"[1, 0, 0]"
5779,"'Never Did, Never Was, Never Will': Singer Mya Sternly Denies Jay Z Affair Rumors","[0, 1, 0]"
5780,22 Jump Street retains top spot at UK box office,"[0, 1, 0]"
5781,IMF chief Lagarde is under investigation in France,"[1, 0, 0]"
5782,Sinkhole in The Villages undermines two homes,"[1, 0, 0]"
5783,Batman prequel series in the making,"[0, 1, 0]"
5784,Facebook's Latest Trick To Get You To Share More Personal Information,"[0, 0, 1]"
5785,Judge Joe Brown arrested after losing it in court,"[0, 1, 0]"
5786,Wal-Mart Enters Money Transfer Business,"[1, 0, 0]"
5787,"Ice Cube downplays MTV Movie Awards 'robbed' comment, denies Paul Walker  ...","[0, 1, 0]"
5788,Family Dollar to close stores as shoppers pinched,"[1, 0, 0]"
5789,Apple could replace your faulty iPhone 5 battery if your phone qualifies,"[0, 0, 1]"
5790,Xbox One Versus Playstation 4: What the Numbers Show,"[0, 0, 1]"
5791,US web giants push for net neutrality,"[0, 0, 1]"
5792,Crude oil falls as worries over effect of Iraqi insurgency on supplies eases,"[1, 0, 0]"
5793,Beats music service sued by former executive amid possible sale to Apple,"[0, 0, 1]"
5794,Shocking: Facebook tampered with News Feed to influence emotions,"[0, 0, 1]"
5795,Week In FX Americas - A Tough Few Sessions Being A Dollar Bull,"[1, 0, 0]"
5796,"Brian Williams Returns to 'The Tonight Show,' Raps about 'Gin and Juice' [Video]","[0, 1, 0]"
5797,Inflation dents retirement confidence,"[1, 0, 0]"
5798,Girl Fight Vine Of Girl Getting Hit In Head By Shovel Hilarious! Watch Full Length  ...,"[0, 1, 0]"
5799,Khloe And Kourtney Kardashian Leave Manhattan For The Hamptons As They  ...,"[0, 1, 0]"
5800,"Tesla Posts Big Loss In Q1 2014, Details Future Plans","[1, 0, 0]"
5801,Ryanair's revamp as it aims for business suits,"[1, 0, 0]"
5802,Lawsuit accuses 3 more entertainment figures of child sex abuse,"[0, 1, 0]"
5803,Google set to develop smart contact lens,"[0, 0, 1]"
5804,Apple plans software to control homes,"[0, 0, 1]"
5805,US home construction drops 9.3 percent in June,"[1, 0, 0]"
5806,Tech: Study: Teens Are Not Fleeing F…,"[0, 0, 1]"
5807,"The Navy's New eReader Is A NeRD, Has The Kind Of Titles You Would Expect","[0, 0, 1]"
5808,The Zebra Stripe Debate Continues: Scientists Offer New Explanation for  ...,"[0, 0, 1]"
5809,Under fire: GM's Barra deflects hard questions,"[0, 0, 1]"
5810,"Yellen says full US employment coming into view, slowly","[1, 0, 0]"
5811,Vic Gundotra Leaves Google,"[0, 0, 1]"
5812,ECB Attempts To Verbally Devalue The Euro,"[1, 0, 0]"
5813,Food in news: Irish cooking marathon coming up on TV,"[0, 1, 0]"
5814,iWatch no secret as Apple ropes in Tag Heuer executive,"[0, 0, 1]"
5815,Yen rallies after Bank of Japan refrains from stimulus,"[1, 0, 0]"
5816,Kristen Bell & Dax Shepard Expecting Second Child,"[0, 1, 0]"
5817,Scout Willis frees her nipples,"[0, 1, 0]"
5818,Too much rain grows as threat to US crop condition,"[1, 0, 0]"
5819,Stocks flatten out after Fed delivers no surprises - New Jersey Herald,"[1, 0, 0]"
5820,Miley Cyrus Expands 'Bangerz' Tour,"[0, 1, 0]"
5821,Income tax filing deadline is today,"[1, 0, 0]"
5822,Red Hat Core Linux Business Should Drive Q1 Earnings RHT,"[0, 0, 1]"
5823,Madonna has spent a little time living in the judicial world after being called up  ...,"[0, 1, 0]"
5824,"New Home Sales Rebound, Inventories Hit a 3Â½-Year High","[1, 0, 0]"
5825,Janet Yellen gives props to small business,"[1, 0, 0]"
5826,NYC Mayor Bill de Blasio forced to sing 'I Love LA' after losing Stanley Cup bet,"[0, 1, 0]"
5827,Flight 370: Australian PM 'Confident' Signals Are From 'Black Box'; Officials Play  ...,"[1, 0, 0]"
5828,'Chicken from hell' dinosaur gets a proper name,"[0, 0, 1]"
5829,Miley Cyrus 'on medical rest' in hospital,"[0, 1, 0]"
5830,Apple may be working on the new 12.9-inch iPad,"[0, 0, 1]"
5831,SingTel rings in new 4G voice service,"[0, 0, 1]"
5832,UNICEF fundraising effort gives Star Wars fans chance at cameo in 'Episode VII',"[0, 1, 0]"
5833,Alicia Keys Is Expecting a Second Child,"[0, 1, 0]"
5834,On Kickstartered potato salad,"[0, 1, 0]"
5835,Four Problems Facing the ECB,"[1, 0, 0]"
5836,How the Dow Jones industrial average did Wednesday,"[1, 0, 0]"
5837,Oil prices rises to highest level in 9 month highs on Iraq crisis,"[1, 0, 0]"
5838,'Of Mice and Men' couldn't get much better,"[0, 1, 0]"
5839,Mumsnet reveals how it fell victim to Heartbleed,"[0, 0, 1]"
5840,Consumers nudge up spending in May,"[1, 0, 0]"
5841,7 things you didn't know about 'Wizard of Oz' to celebrate 75th birthday,"[0, 1, 0]"
5842,"In Aereo case, Supreme Court to weigh public (performance) vs. private","[0, 1, 0]"
5843,Richard Attenborough spent his last six years 'barely able to speak' following  ...,"[0, 1, 0]"
5844,'Danger' zone: Potato salad fundraiser hits $50K - FOX Carolina 21,"[0, 1, 0]"
5845,Caterpillar accused of dodging taxes,"[1, 0, 0]"
5846,Lindt Buys Russell Stover to Move Up US Chocolate Rankings,"[1, 0, 0]"
5847,"Rebecca Hall talks 'Transcendence,' computer science jargon: 3 highlights","[0, 1, 0]"
5848,Woman gets hefty $4.5 billion divorce settlement,"[1, 0, 0]"
5849,"Ladies weep! Ryan Gosling, Eva Mendes having a baby: report 0","[0, 1, 0]"
5850,"Maya Angelou, legendary poet and author, 1928-2014","[0, 1, 0]"
5851,Why Would Apple Buy Beats?,"[0, 0, 1]"
5852,Market Intervention Has Left Investors Confused,"[1, 0, 0]"
5853,I'm confused by all the bunny goings on,"[0, 1, 0]"
5854,Xbox documentary crew uncovers the legendary “ET” Atari burial site in New  ...,"[0, 0, 1]"
5855,Vergara 'dating Manganiello',"[0, 1, 0]"
5856,Case-Shiller: House prices up 12.3% in May,"[1, 0, 0]"
5857,The future of Bitcoins in Canada,"[1, 0, 0]"
5858,Supreme Court upholds rules curbing greenhouse gases from power plants,"[1, 0, 0]"
5859,Mya denies Jay Z affair after Beyonce sparks cheating rumors,"[0, 1, 0]"
5860,"Japan's whaling 'not for scientific purposes', must cease","[0, 0, 1]"
5861,NASA Crashes Lunar Probe — As Planned,"[0, 0, 1]"
5862,Dark clouds dispelled in every sense as One Direction brighten up the North-East,"[0, 1, 0]"
5863,Enrollments climb as deadline looms,"[1, 0, 0]"
5864,Best Buy Bounces Back: Lack of Innovation But Cost Savings Finally Hitting  ...,"[1, 0, 0]"
5865,Mississippi Jobless Rate Rises,"[1, 0, 0]"
5866,"Cliffy B weighs in on Facebook's Oculus purchase: 'Notch, you look like a pouty kid'","[0, 0, 1]"
5867,Emmys 2014: Overheard on the Red Carpet,"[0, 1, 0]"
5868,Mustang enthusiasts to converge at Mustang Project Cruise,"[0, 0, 1]"
5869,Google Is Doing Same-Day Delivery In New York And Los Angeles,"[1, 0, 0]"
5870,"Jenny McCarthy to host new SiriusXM talk show about sex, marriage and  ...","[0, 1, 0]"
5871,Study: High fees could erode up to $70000 from a worker's 401(k) account,"[1, 0, 0]"
5872,Marvel unveils all-new female Thor and we could not be more excited,"[0, 1, 0]"
5873,Home price gains continue to slow,"[1, 0, 0]"
5874,Which 'Star Wars' Character Makes the Most Sense for a Standalone Movie?,"[0, 1, 0]"
5875,"RPT-FOREX-Euro struggles near 1-yr low on weak German data, Draghi's  ...","[1, 0, 0]"
5876,Opinion: Will pews remain full after Easter?,"[0, 1, 0]"
5877,"US gives up its last bit of control over the internet – but really, it's just a PR stunt","[0, 0, 1]"
5878,​Angelina Jolie Has Been Named an Honorary Dame by Queen Elizabeth II,"[0, 1, 0]"
5879,ABA Renews Freddie's Alliance; Agency & Non-Agency Lawsuit...,"[1, 0, 0]"
5880,"EPA Seeks Guidance on What Fracking Chemicals, Mixtures Should be Disclosed","[1, 0, 0]"
5881,Nick Young: Iggy Azalea's Boyfriend On Nicki Minaj Diss,"[0, 1, 0]"
5882,Report: Climate change dials up risks worldwide,"[0, 0, 1]"
5883,GE bankrolls $10bn renewables,"[1, 0, 0]"
5884,Listen to Cat Power & Coldplay's Track For Zach Braff's 'Wish I Was Here  ...,"[0, 1, 0]"
5885,"Coke, Pepsi say they will remove controversial BVO from all drinks","[1, 0, 0]"
5886,Welcome to 1984? Google acquires home security camera company Dropcam,"[0, 0, 1]"
5887,Consumer Spending Trends: Candy Sales a Sweet Start for Easter,"[0, 1, 0]"
5888,"April favors the Dow-the Nasdaq, not so much","[1, 0, 0]"
5889,Internet security company preaches web safety following Heartbleed bug,"[0, 0, 1]"
5890,Target fires president of Canadian operations; replacement named,"[1, 0, 0]"
5891,Schumer Calls for Black Boxes in Trucks,"[0, 1, 0]"
5892,"Gold price hovers below 3-month high; US jobs data, ECB eyed","[1, 0, 0]"
5893,Cost of gas in Maine goes down a penny,"[0, 0, 1]"
5894,Apple eyeing Beats Electronics for $3.2bn | Bangkok Post: news,"[0, 0, 1]"
5895,Two GM Senior Leaders Depart,"[1, 0, 0]"
5896,Spokesman Denies L'Wren Scott Reports,"[0, 1, 0]"
5897,Where are they now: 'Mrs. Doubtfire'?,"[0, 1, 0]"
5898,$850 million cost of removing some Detroit blight,"[1, 0, 0]"
5899,Origins of the Stations of the Cross,"[0, 1, 0]"
5900,European Stocks Bolstered By China PMI,"[1, 0, 0]"
5901,John Hamm and Paul Rudd in 2009,"[0, 1, 0]"
5902,"Japan, Australia reach free-trade agreement","[1, 0, 0]"
5903,Lorde Is Getting Back On Board With 'Hunger Games',"[0, 1, 0]"
5904,"Microsoft smartwatch to work with Android, iOS and Windows Phone devices","[0, 0, 1]"
5905,Harrison Ford to Miss Eight Weeks of Star Wars Shoot,"[0, 1, 0]"
5906,Robin Thicke trolled by Twitter users in Q 'n' A session,"[0, 1, 0]"
5907,"Adrienne Bailon WON'T STOP Talking About The Kardashians, But She  ...","[0, 1, 0]"
5908,Looking back to go forward,"[1, 0, 0]"
5909,"Before the Spaniards, the French explored the Florida coast, returning with  ...","[0, 0, 1]"
5910,"Caruba: Science, Free Speech, and the Courts","[0, 0, 1]"
5911,GM Delayed Other Car Recalls,"[0, 0, 1]"
5912,Treasury Long-Term Debt Is Top Performer Before Yellen Speaks,"[1, 0, 0]"
5913,Air quality worsening in world's cities - WHO...,"[0, 0, 1]"
5914,Friends were concerned about L'Wren Scott but didn't expect suicide,"[0, 1, 0]"
5915,Social Security closes offices as demand is on upswing,"[1, 0, 0]"
5916,Decline in German Business Confidence for Fourth Month,"[1, 0, 0]"
5917,County set to receive 911 texts,"[0, 0, 1]"
5918,How To Get Bitcoins,"[1, 0, 0]"
5919,Kim Kardashian Gets Cameras Flashing Like Crazy with Her Toned Legs!,"[0, 1, 0]"
5920,Batman Vs Superman Movie's Full Title Revealed,"[0, 1, 0]"
